Postaja,Regija,Datum,SO2,NO2
kovk,Zasavska,2006-01-31,72.0,75.0
kovk,Zasavska,2006-02-28,66.0,63.0
kovk,Zasavska,2006-03-31,511.0,73.0
kovk,Zasavska,2006-04-30,146.0,70.0
kovk,Zasavska,2006-05-31,84.0,64.0
kovk,Zasavska,2006-06-30,269.0,65.0
kovk,Zasavska,2006-07-31,325.0,66.0
kovk,Zasavska,2006-08-31,64.0,72.0
kovk,Zasavska,2006-09-30,68.0,46.0
kovk,Zasavska,2006-10-31,181.0,47.0
kovk,Zasavska,2006-11-30,209.0,52.0
kovk,Zasavska,2006-12-31,197.0,53.0
kovk,Zasavska,2007-01-31,150.0,75.0
kovk,Zasavska,2007-02-28,158.0,63.0
kovk,Zasavska,2007-03-31,99.0,73.0
kovk,Zasavska,2007-04-30,43.0,70.0
kovk,Zasavska,2007-05-31,14.0,64.0
kovk,Zasavska,2007-06-30,102.0,65.0
kovk,Zasavska,2007-07-31,958.0,66.0
kovk,Zasavska,2007-08-31,205.0,72.0
kovk,Zasavska,2007-09-30,107.0,46.0
kovk,Zasavska,2007-10-31,68.0,47.0
kovk,Zasavska,2007-11-30,77.0,52.0
kovk,Zasavska,2007-12-31,213.0,53.0
kovk,Zasavska,2008-01-31,65.0,75.0
kovk,Zasavska,2008-02-29,100.0,63.0
kovk,Zasavska,2008-03-31,127.0,73.0
kovk,Zasavska,2008-04-30,312.0,70.0
kovk,Zasavska,2008-05-31,62.0,64.0
kovk,Zasavska,2008-06-30,236.0,65.0
kovk,Zasavska,2008-07-31,84.0,66.0
kovk,Zasavska,2008-08-31,90.0,72.0
kovk,Zasavska,2008-09-30,154.0,46.0
kovk,Zasavska,2008-10-31,132.0,47.0
kovk,Zasavska,2008-11-30,64.0,52.0
kovk,Zasavska,2008-12-31,200.0,53.0
kovk,Zasavska,2009-01-31,82.0,49.0
kovk,Zasavska,2009-02-28,76.0,91.0
kovk,Zasavska,2009-03-31,389.0,55.0
kovk,Zasavska,2009-04-30,135.0,54.0
kovk,Zasavska,2009-05-31,40.0,41.0
kovk,Zasavska,2009-06-30,334.0,58.0
kovk,Zasavska,2009-07-31,87.0,52.0
kovk,Zasavska,2009-08-31,57.0,34.0
kovk,Zasavska,2009-09-30,73.0,43.0
kovk,Zasavska,2009-10-31,116.0,39.0
kovk,Zasavska,2009-11-30,157.0,53.0
kovk,Zasavska,2009-12-31,92.0,42.0
kovk,Zasavska,2010-01-31,69.0,48.0
kovk,Zasavska,2010-02-28,86.0,50.0
kovk,Zasavska,2010-03-31,159.0,33.0
kovk,Zasavska,2010-04-30,27.0,21.0
kovk,Zasavska,2010-05-31,10.0,29.0
kovk,Zasavska,2010-06-30,11.0,62.0
kovk,Zasavska,2010-07-31,24.0,98.0
kovk,Zasavska,2010-08-31,87.0,70.0
kovk,Zasavska,2010-09-30,139.0,42.0
kovk,Zasavska,2010-10-31,38.0,40.0
kovk,Zasavska,2010-11-30,36.0,46.0
kovk,Zasavska,2010-12-31,56.0,111.0
kovk,Zasavska,2011-01-31,54.0,54.0
kovk,Zasavska,2011-02-28,80.0,60.0
kovk,Zasavska,2011-03-31,81.0,69.0
kovk,Zasavska,2011-04-30,59.0,48.0
kovk,Zasavska,2011-05-31,78.0,63.0
kovk,Zasavska,2011-06-30,59.0,56.0
kovk,Zasavska,2011-07-31,78.0,65.0
kovk,Zasavska,2011-08-31,124.0,55.0
kovk,Zasavska,2011-09-30,201.0,66.0
kovk,Zasavska,2011-10-31,126.0,67.0
kovk,Zasavska,2011-11-30,99.0,46.0
kovk,Zasavska,2011-12-31,60.0,36.0
kovk,Zasavska,2012-01-31,55.0,73.0
kovk,Zasavska,2012-02-29,63.0,30.0
kovk,Zasavska,2012-03-31,66.0,42.0
kovk,Zasavska,2012-04-30,357.0,35.0
kovk,Zasavska,2012-05-31,51.0,29.0
kovk,Zasavska,2012-06-30,52.0,34.0
kovk,Zasavska,2012-07-31,564.0,34.0
kovk,Zasavska,2012-08-31,41.0,24.0
kovk,Zasavska,2012-09-30,287.0,35.0
kovk,Zasavska,2012-10-31,68.0,47.0
kovk,Zasavska,2012-11-30,397.0,73.0
kovk,Zasavska,2012-12-31,89.0,63.0
kovk,Zasavska,2013-01-31,681.0,41.0
kovk,Zasavska,2013-02-28,63.0,38.0
kovk,Zasavska,2013-03-31,67.0,44.0
kovk,Zasavska,2013-04-30,354.0,40.0
kovk,Zasavska,2013-05-31,35.0,29.0
kovk,Zasavska,2013-06-30,11.0,30.0
kovk,Zasavska,2013-07-31,25.0,42.0
kovk,Zasavska,2013-08-31,41.0,44.0
kovk,Zasavska,2013-09-30,53.0,56.0
kovk,Zasavska,2013-10-31,26.0,86.0
kovk,Zasavska,2013-11-30,35.0,60.0
kovk,Zasavska,2013-12-31,108.0,76.0
kovk,Zasavska,2014-01-31,63.0,38.0
kovk,Zasavska,2014-02-28,42.0,67.0
kovk,Zasavska,2014-03-31,24.0,28.0
kovk,Zasavska,2014-04-30,17.0,31.0
kovk,Zasavska,2014-05-31,59.0,34.0
kovk,Zasavska,2014-06-30,14.0,34.0
kovk,Zasavska,2014-07-31,35.0,42.0
kovk,Zasavska,2014-08-31,44.0,59.0
kovk,Zasavska,2014-09-30,286.0,42.0
kovk,Zasavska,2014-10-31,19.0,49.0
kovk,Zasavska,2014-11-30,44.0,50.0
kovk,Zasavska,2014-12-31,18.0,50.0
kovk,Zasavska,2015-01-31,17.0,37.0
kovk,Zasavska,2015-02-28,27.0,61.0
kovk,Zasavska,2015-03-31,18.0,61.0
kovk,Zasavska,2015-04-30,10.0,21.0
kovk,Zasavska,2015-05-31,11.0,21.0
kovk,Zasavska,2015-06-30,14.0,27.0
kovk,Zasavska,2015-07-31,15.0,35.0
kovk,Zasavska,2015-08-31,23.0,15.0
kovk,Zasavska,2015-09-30,28.0,14.0
kovk,Zasavska,2015-10-31,13.0,21.0
kovk,Zasavska,2015-11-30,22.0,59.0
kovk,Zasavska,2015-12-31,10.0,42.0
kovk,Zasavska,2016-01-31,16.0,45.0
kovk,Zasavska,2016-02-29,14.0,40.0
kovk,Zasavska,2016-03-31,9.0,45.0
kovk,Zasavska,2016-04-30,9.0,28.0
kovk,Zasavska,2016-05-31,11.0,48.0
kovk,Zasavska,2016-06-30,48.0,28.0
kovk,Zasavska,2016-07-31,65.0,20.0
kovk,Zasavska,2016-08-31,12.0,34.0
kovk,Zasavska,2016-09-30,16.0,23.0
kovk,Zasavska,2016-10-31,11.0,67.0
kovk,Zasavska,2016-11-30,17.0,34.0
kovk,Zasavska,2016-12-31,22.0,29.0
kovk,Zasavska,2017-01-31,48.0,
kovk,Zasavska,2017-02-28,28.0,37.0
kovk,Zasavska,2017-03-31,17.0,47.0
kovk,Zasavska,2017-04-30,17.0,48.0
kovk,Zasavska,2017-05-31,22.0,28.0
kovk,Zasavska,2017-06-30,,
kovk,Zasavska,2017-07-31,,
kovk,Zasavska,2017-08-31,,
kovk,Zasavska,2017-09-30,,
kovk,Zasavska,2017-10-31,,
kovk,Zasavska,2017-11-30,,
kovk,Zasavska,2017-12-31,,
kum,Zasavska,1997-01-31,872.0,
kum,Zasavska,1997-02-28,223.0,
kum,Zasavska,1997-03-31,1647.0,
kum,Zasavska,1997-04-30,864.0,
kum,Zasavska,1997-05-31,744.0,
kum,Zasavska,1997-06-30,606.0,
kum,Zasavska,1997-07-31,931.0,
kum,Zasavska,1997-08-31,3640.0,
kum,Zasavska,1997-09-30,219.0,
kum,Zasavska,1997-10-31,329.0,
kum,Zasavska,1997-11-30,2490.0,
kum,Zasavska,1997-12-31,1862.0,
kum,Zasavska,1998-01-31,228.0,
kum,Zasavska,1998-02-28,901.0,
kum,Zasavska,1998-03-31,201.0,
kum,Zasavska,1998-04-30,519.0,
kum,Zasavska,1998-05-31,706.0,
kum,Zasavska,1998-06-30,83.0,
kum,Zasavska,1998-07-31,1344.0,
kum,Zasavska,1998-08-31,574.0,
kum,Zasavska,1998-09-30,268.0,
kum,Zasavska,1998-10-31,144.0,
kum,Zasavska,1998-11-30,525.0,
kum,Zasavska,1998-12-31,683.0,
kum,Zasavska,1999-01-31,307.0,
kum,Zasavska,1999-02-28,405.0,
kum,Zasavska,1999-03-31,187.0,
kum,Zasavska,1999-04-30,2020.0,
kum,Zasavska,1999-05-31,371.0,
kum,Zasavska,1999-06-30,272.0,
kum,Zasavska,1999-07-31,85.0,
kum,Zasavska,1999-08-31,86.0,
kum,Zasavska,1999-09-30,564.0,
kum,Zasavska,1999-10-31,472.0,
kum,Zasavska,1999-11-30,1203.0,
kum,Zasavska,1999-12-31,396.0,
kum,Zasavska,2000-01-31,428.0,
kum,Zasavska,2000-02-29,1131.0,
kum,Zasavska,2000-03-31,580.0,
kum,Zasavska,2000-04-30,632.0,
kum,Zasavska,2000-05-31,229.0,
kum,Zasavska,2000-06-30,220.0,
kum,Zasavska,2000-07-31,189.0,
kum,Zasavska,2000-08-31,251.0,
kum,Zasavska,2000-09-30,503.0,
kum,Zasavska,2000-10-31,870.0,
kum,Zasavska,2000-11-30,423.0,
kum,Zasavska,2000-12-31,161.0,
kum,Zasavska,2001-01-31,67.0,
kum,Zasavska,2001-02-28,518.0,
kum,Zasavska,2001-03-31,274.0,
kum,Zasavska,2001-04-30,153.0,
kum,Zasavska,2001-05-31,112.0,
kum,Zasavska,2001-06-30,685.0,
kum,Zasavska,2001-07-31,31.0,
kum,Zasavska,2001-08-31,118.0,
kum,Zasavska,2001-09-30,539.0,
kum,Zasavska,2001-10-31,268.0,
kum,Zasavska,2001-11-30,673.0,
kum,Zasavska,2001-12-31,310.0,
kum,Zasavska,2002-01-31,749.0,
kum,Zasavska,2002-02-28,864.0,
kum,Zasavska,2002-03-31,494.0,
kum,Zasavska,2002-04-30,566.0,
kum,Zasavska,2002-05-31,826.0,
kum,Zasavska,2002-06-30,531.0,
kum,Zasavska,2002-07-31,342.0,
kum,Zasavska,2002-08-31,,
kum,Zasavska,2002-09-30,,
kum,Zasavska,2002-10-31,,
kum,Zasavska,2002-11-30,,
kum,Zasavska,2002-12-31,,
kum,Zasavska,2003-01-31,286.0,
kum,Zasavska,2003-02-28,,
kum,Zasavska,2003-03-31,,
kum,Zasavska,2003-04-30,,
kum,Zasavska,2003-05-31,,
kum,Zasavska,2003-06-30,,
kum,Zasavska,2003-07-31,1538.0,
kum,Zasavska,2003-08-31,29.0,
kum,Zasavska,2003-09-30,918.0,
kum,Zasavska,2003-10-31,83.0,
kum,Zasavska,2003-11-30,85.0,
kum,Zasavska,2003-12-31,103.0,
kum,Zasavska,2004-01-31,250.0,
kum,Zasavska,2004-02-29,1210.0,
kum,Zasavska,2004-03-31,410.0,
kum,Zasavska,2004-04-30,414.0,
kum,Zasavska,2004-05-31,284.0,
kum,Zasavska,2004-06-30,254.0,
kum,Zasavska,2004-07-31,319.0,
kum,Zasavska,2004-08-31,316.0,
kum,Zasavska,2004-09-30,140.0,
kum,Zasavska,2004-10-31,202.0,
kum,Zasavska,2004-11-30,393.0,
kum,Zasavska,2004-12-31,142.0,
kum,Zasavska,2005-01-31,1203.0,
kum,Zasavska,2005-02-28,386.0,
kum,Zasavska,2005-03-31,886.0,
kum,Zasavska,2005-04-30,30.0,
kum,Zasavska,2005-05-31,35.0,
kum,Zasavska,2005-06-30,223.0,
kum,Zasavska,2005-07-31,580.0,
kum,Zasavska,2005-08-31,655.0,
kum,Zasavska,2005-09-30,168.0,
kum,Zasavska,2005-10-31,220.0,
kum,Zasavska,2005-11-30,13.0,
kum,Zasavska,2005-12-31,10.0,
kum,Zasavska,2006-01-31,2.0,
kum,Zasavska,2006-02-28,28.0,
kum,Zasavska,2006-03-31,39.0,
kum,Zasavska,2006-04-30,47.0,
kum,Zasavska,2006-05-31,37.0,
kum,Zasavska,2006-06-30,59.0,
kum,Zasavska,2006-07-31,261.0,
kum,Zasavska,2006-08-31,26.0,
kum,Zasavska,2006-09-30,23.0,
kum,Zasavska,2006-10-31,78.0,
kum,Zasavska,2006-11-30,84.0,
kum,Zasavska,2006-12-31,33.0,
kum,Zasavska,2007-01-31,40.0,
kum,Zasavska,2007-02-28,57.0,
kum,Zasavska,2007-03-31,16.0,
kum,Zasavska,2007-04-30,35.0,
kum,Zasavska,2007-05-31,25.0,
kum,Zasavska,2007-06-30,26.0,
kum,Zasavska,2007-07-31,32.0,
kum,Zasavska,2007-08-31,125.0,
kum,Zasavska,2007-09-30,35.0,
kum,Zasavska,2007-10-31,50.0,
kum,Zasavska,2007-11-30,112.0,
kum,Zasavska,2007-12-31,30.0,
kum,Zasavska,2008-01-31,29.0,
kum,Zasavska,2008-02-29,37.0,
kum,Zasavska,2008-03-31,89.0,
kum,Zasavska,2008-04-30,55.0,
kum,Zasavska,2008-05-31,8.0,
kum,Zasavska,2008-06-30,32.0,
kum,Zasavska,2008-07-31,29.0,
kum,Zasavska,2008-08-31,23.0,
kum,Zasavska,2008-09-30,28.0,
kum,Zasavska,2008-10-31,44.0,
kum,Zasavska,2008-11-30,25.0,
kum,Zasavska,2008-12-31,33.0,
kum,Zasavska,2009-01-31,60.0,
kum,Zasavska,2009-02-28,23.0,
kum,Zasavska,2009-03-31,18.0,
kum,Zasavska,2009-04-30,38.0,
kum,Zasavska,2009-05-31,12.0,
kum,Zasavska,2009-06-30,16.0,
kum,Zasavska,2009-07-31,35.0,
kum,Zasavska,2009-08-31,24.0,
kum,Zasavska,2009-09-30,15.0,
kum,Zasavska,2009-10-31,20.0,
kum,Zasavska,2009-11-30,50.0,
kum,Zasavska,2009-12-31,21.0,
kum,Zasavska,2010-01-31,29.0,
kum,Zasavska,2010-02-28,32.0,
kum,Zasavska,2010-03-31,99.0,
kum,Zasavska,2010-04-30,33.0,
kum,Zasavska,2010-05-31,39.0,
kum,Zasavska,2010-06-30,15.0,
kum,Zasavska,2010-07-31,18.0,
kum,Zasavska,2010-08-31,10.0,
kum,Zasavska,2010-09-30,14.0,
kum,Zasavska,2010-10-31,11.0,
kum,Zasavska,2010-11-30,12.0,
kum,Zasavska,2010-12-31,39.0,
kum,Zasavska,2011-01-31,16.0,
kum,Zasavska,2011-02-28,23.0,
kum,Zasavska,2011-03-31,22.0,
kum,Zasavska,2011-04-30,28.0,
kum,Zasavska,2011-05-31,66.0,
kum,Zasavska,2011-06-30,26.0,
kum,Zasavska,2011-07-31,16.0,
kum,Zasavska,2011-08-31,6.0,
kum,Zasavska,2011-09-30,14.0,
kum,Zasavska,2011-10-31,16.0,
kum,Zasavska,2011-11-30,24.0,
kum,Zasavska,2011-12-31,20.0,
kum,Zasavska,2012-01-31,35.0,
kum,Zasavska,2012-02-29,36.0,
kum,Zasavska,2012-03-31,31.0,
kum,Zasavska,2012-04-30,12.0,
kum,Zasavska,2012-05-31,41.0,
kum,Zasavska,2012-06-30,26.0,
kum,Zasavska,2012-07-31,103.0,
kum,Zasavska,2012-08-31,17.0,
kum,Zasavska,2012-09-30,19.0,
kum,Zasavska,2012-10-31,192.0,
kum,Zasavska,2012-11-30,23.0,
kum,Zasavska,2012-12-31,23.0,
kum,Zasavska,2013-01-31,115.0,
kum,Zasavska,2013-02-28,39.0,
kum,Zasavska,2013-03-31,50.0,
kum,Zasavska,2013-04-30,13.0,
kum,Zasavska,2013-05-31,24.0,
kum,Zasavska,2013-06-30,8.0,
kum,Zasavska,2013-07-31,27.0,
kum,Zasavska,2013-08-31,22.0,
kum,Zasavska,2013-09-30,25.0,
kum,Zasavska,2013-10-31,29.0,
kum,Zasavska,2013-11-30,24.0,
kum,Zasavska,2013-12-31,83.0,
kum,Zasavska,2014-01-31,28.0,
kum,Zasavska,2014-02-28,17.0,
kum,Zasavska,2014-03-31,11.0,
kum,Zasavska,2014-04-30,10.0,
kum,Zasavska,2014-05-31,31.0,
kum,Zasavska,2014-06-30,8.0,
kum,Zasavska,2014-07-31,36.0,
kum,Zasavska,2014-08-31,7.0,
kum,Zasavska,2014-09-30,27.0,
kum,Zasavska,2014-10-31,30.0,
kum,Zasavska,2014-11-30,48.0,
kum,Zasavska,2014-12-31,14.0,
kum,Zasavska,2015-01-31,21.0,
kum,Zasavska,2015-02-28,17.0,
kum,Zasavska,2015-03-31,17.0,
kum,Zasavska,2015-04-30,14.0,
kum,Zasavska,2015-05-31,13.0,
kum,Zasavska,2015-06-30,17.0,
kum,Zasavska,2015-07-31,16.0,
kum,Zasavska,2015-08-31,15.0,
kum,Zasavska,2015-09-30,31.0,
kum,Zasavska,2015-10-31,39.0,
kum,Zasavska,2015-11-30,24.0,
kum,Zasavska,2015-12-31,20.0,
kum,Zasavska,2016-01-31,20.0,
kum,Zasavska,2016-02-29,20.0,
kum,Zasavska,2016-03-31,12.0,
kum,Zasavska,2016-04-30,12.0,
kum,Zasavska,2016-05-31,13.0,
kum,Zasavska,2016-06-30,15.0,
kum,Zasavska,2016-07-31,10.0,
kum,Zasavska,2016-08-31,10.0,
kum,Zasavska,2016-09-30,29.0,
kum,Zasavska,2016-10-31,44.0,
kum,Zasavska,2016-11-30,26.0,
kum,Zasavska,2016-12-31,94.0,
kum,Zasavska,2017-01-31,47.0,
kum,Zasavska,2017-02-28,26.0,
kum,Zasavska,2017-03-31,25.0,
kum,Zasavska,2017-04-30,20.0,
kum,Zasavska,2017-05-31,21.0,
kum,Zasavska,2017-06-30,,
kum,Zasavska,2017-07-31,,
kum,Zasavska,2017-08-31,,
kum,Zasavska,2017-09-30,,
kum,Zasavska,2017-10-31,,
kum,Zasavska,2017-11-30,,
kum,Zasavska,2017-12-31,,
lj bezigrad,Osrednjeslovenska,2013-01-31,15.0,97.0
lj bezigrad,Osrednjeslovenska,2013-02-28,15.0,104.0
lj bezigrad,Osrednjeslovenska,2013-03-31,19.0,110.0
lj bezigrad,Osrednjeslovenska,2013-04-30,12.0,91.0
lj bezigrad,Osrednjeslovenska,2013-05-31,9.0,94.0
lj bezigrad,Osrednjeslovenska,2013-06-30,11.0,57.0
lj bezigrad,Osrednjeslovenska,2013-07-31,13.0,74.0
lj bezigrad,Osrednjeslovenska,2013-08-31,18.0,80.0
lj bezigrad,Osrednjeslovenska,2013-09-30,17.0,61.0
lj bezigrad,Osrednjeslovenska,2013-10-31,26.0,85.0
lj bezigrad,Osrednjeslovenska,2013-11-30,19.0,94.0
lj bezigrad,Osrednjeslovenska,2013-12-31,41.0,152.0
lj bezigrad,Osrednjeslovenska,2015-01-31,16.0,112.0
lj bezigrad,Osrednjeslovenska,2015-02-28,17.0,123.0
lj bezigrad,Osrednjeslovenska,2015-03-31,21.0,123.0
lj bezigrad,Osrednjeslovenska,2015-04-30,16.0,110.0
lj bezigrad,Osrednjeslovenska,2015-05-31,12.0,72.0
lj bezigrad,Osrednjeslovenska,2015-06-30,12.0,67.0
lj bezigrad,Osrednjeslovenska,2015-07-31,13.0,60.0
lj bezigrad,Osrednjeslovenska,2015-08-31,18.0,78.0
lj bezigrad,Osrednjeslovenska,2015-09-30,15.0,90.0
lj bezigrad,Osrednjeslovenska,2015-10-31,24.0,75.0
lj bezigrad,Osrednjeslovenska,2015-11-30,26.0,153.0
lj bezigrad,Osrednjeslovenska,2015-12-31,19.0,155.0
lj bezigrad,Osrednjeslovenska,2016-01-31,18.0,174.0
lj bezigrad,Osrednjeslovenska,2016-02-29,23.0,88.0
lj bezigrad,Osrednjeslovenska,2016-03-31,20.0,105.0
lj bezigrad,Osrednjeslovenska,2016-04-30,18.0,89.0
lj bezigrad,Osrednjeslovenska,2016-05-31,17.0,79.0
lj bezigrad,Osrednjeslovenska,2016-06-30,13.0,62.0
lj bezigrad,Osrednjeslovenska,2016-07-31,22.0,50.0
lj bezigrad,Osrednjeslovenska,2016-08-31,14.0,76.0
lj bezigrad,Osrednjeslovenska,2016-09-30,12.0,99.0
lj bezigrad,Osrednjeslovenska,2016-10-31,15.0,76.0
lj bezigrad,Osrednjeslovenska,2016-11-30,29.0,93.0
lj bezigrad,Osrednjeslovenska,2016-12-31,,154.0
lj bezigrad,Osrednjeslovenska,2017-01-31,34.0,128.0
lj bezigrad,Osrednjeslovenska,2017-02-28,23.0,172.0
lj bezigrad,Osrednjeslovenska,2017-03-31,25.0,135.0
lj bezigrad,Osrednjeslovenska,2017-04-30,21.0,87.0
lj bezigrad,Osrednjeslovenska,2017-05-31,12.0,71.0
lj bezigrad,Osrednjeslovenska,2017-06-30,12.0,60.0
lj bezigrad,Osrednjeslovenska,2017-07-31,14.0,68.0
lj bezigrad,Osrednjeslovenska,2017-08-31,9.0,95.0
lj bezigrad,Osrednjeslovenska,2017-09-30,17.0,94.0
lj bezigrad,Osrednjeslovenska,2017-10-31,26.0,109.0
lj bezigrad,Osrednjeslovenska,2017-11-30,27.0,94.0
lj bezigrad,Osrednjeslovenska,2017-12-31,18.0,102.0
lj bezigrad,Osrednjeslovenska,2018-01-31,16.0,111.0
lj bezigrad,Osrednjeslovenska,2018-02-28,24.0,127.0
lj bezigrad,Osrednjeslovenska,2018-03-31,25.0,116.0
lj bezigrad,Osrednjeslovenska,2018-04-30,9.0,106.0
lj bezigrad,Osrednjeslovenska,2018-05-31,15.0,63.0
lj bezigrad,Osrednjeslovenska,2018-06-30,6.0,66.0
lj bezigrad,Osrednjeslovenska,2018-07-31,10.0,63.0
lj bezigrad,Osrednjeslovenska,2018-08-31,13.0,66.0
lj bezigrad,Osrednjeslovenska,2018-09-30,18.0,82.0
lj bezigrad,Osrednjeslovenska,2018-10-31,20.0,84.0
lj bezigrad,Osrednjeslovenska,2018-11-30,12.0,60.0
lj bezigrad,Osrednjeslovenska,2018-12-31,13.0,96.0
lj bezigrad,Osrednjeslovenska,2019-01-31,16.0,102.0
lj bezigrad,Osrednjeslovenska,2019-02-28,24.0,130.0
lj bezigrad,Osrednjeslovenska,2019-03-31,12.0,130.0
lj bezigrad,Osrednjeslovenska,2019-04-30,13.0,107.0
lj bezigrad,Osrednjeslovenska,2019-05-31,10.0,61.0
lj bezigrad,Osrednjeslovenska,2019-06-30,11.0,59.0
lj bezigrad,Osrednjeslovenska,2019-07-31,10.0,50.0
lj bezigrad,Osrednjeslovenska,2019-08-31,7.0,50.0
lj bezigrad,Osrednjeslovenska,2019-09-30,7.0,60.0
lj bezigrad,Osrednjeslovenska,2019-10-31,15.0,70.0
lj bezigrad,Osrednjeslovenska,2019-11-30,15.0,72.0
lj bezigrad,Osrednjeslovenska,2019-12-31,14.0,96.0
lj bezigrad,Osrednjeslovenska,2020-01-31,30.0,116.0
lj bezigrad,Osrednjeslovenska,2020-02-29,37.0,85.0
lj bezigrad,Osrednjeslovenska,2020-03-31,21.0,78.0
lj bezigrad,Osrednjeslovenska,2020-04-30,6.0,64.0
lj bezigrad,Osrednjeslovenska,2020-05-31,3.0,43.0
lj bezigrad,Osrednjeslovenska,2020-06-30,3.0,44.0
lj bezigrad,Osrednjeslovenska,2020-07-31,5.0,48.0
lj bezigrad,Osrednjeslovenska,2020-08-31,7.0,43.0
lj bezigrad,Osrednjeslovenska,2020-09-30,20.0,57.0
lj bezigrad,Osrednjeslovenska,2020-10-31,21.0,72.0
lj bezigrad,Osrednjeslovenska,2020-11-30,16.0,68.0
lj bezigrad,Osrednjeslovenska,2020-12-31,23.0,74.0
lj bezigrad,Osrednjeslovenska,2021-01-31,7.0,78.0
lj bezigrad,Osrednjeslovenska,2021-02-28,,112.0
lj bezigrad,Osrednjeslovenska,2021-03-31,,107.0
lj bezigrad,Osrednjeslovenska,2021-04-30,,67.0
lj bezigrad,Osrednjeslovenska,2021-05-31,,50.0
lj bezigrad,Osrednjeslovenska,2021-06-30,,49.0
lj bezigrad,Osrednjeslovenska,2021-07-31,,45.0
lj bezigrad,Osrednjeslovenska,2021-08-31,,67.0
lj bezigrad,Osrednjeslovenska,2021-09-30,,83.0
lj bezigrad,Osrednjeslovenska,2021-10-31,,79.0
lj bezigrad,Osrednjeslovenska,2021-11-30,,87.0
lj bezigrad,Osrednjeslovenska,2021-12-31,,85.0
lj bezigrad,Osrednjeslovenska,2022-01-31,,119.0
lj bezigrad,Osrednjeslovenska,2022-02-28,,95.0
lj bezigrad,Osrednjeslovenska,2022-03-31,,118.0
lj bezigrad,Osrednjeslovenska,2022-04-30,,74.0
lj bezigrad,Osrednjeslovenska,2022-05-31,,49.0
lj bezigrad,Osrednjeslovenska,2022-06-30,,52.0
lj bezigrad,Osrednjeslovenska,2022-07-31,,69.0
lj bezigrad,Osrednjeslovenska,2022-08-31,,50.0
lj bezigrad,Osrednjeslovenska,2022-09-30,,64.0
lj bezigrad,Osrednjeslovenska,2022-10-31,,79.0
lj bezigrad,Osrednjeslovenska,2022-11-30,,72.0
lj bezigrad,Osrednjeslovenska,2022-12-31,,62.0
lj bezigrad,Osrednjeslovenska,2023-01-31,,78.0
lj bezigrad,Osrednjeslovenska,2023-02-28,,107.0
lj bezigrad,Osrednjeslovenska,2023-03-31,,88.0
lj bezigrad,Osrednjeslovenska,2023-04-30,,71.0
lj bezigrad,Osrednjeslovenska,2023-05-31,,49.0
lj bezigrad,Osrednjeslovenska,2023-06-30,,46.0
lj bezigrad,Osrednjeslovenska,2023-07-31,,39.0
lj bezigrad,Osrednjeslovenska,2023-08-31,,55.0
lj bezigrad,Osrednjeslovenska,2023-09-30,,72.0
lj bezigrad,Osrednjeslovenska,2023-10-31,,64.0
lj bezigrad,Osrednjeslovenska,2023-11-30,,77.0
lj bezigrad,Osrednjeslovenska,2023-12-31,,73.0
lj celovska,Osrednjeslovenska,2020-01-31,,
lj celovska,Osrednjeslovenska,2020-02-29,,
lj celovska,Osrednjeslovenska,2020-03-31,,
lj celovska,Osrednjeslovenska,2020-04-30,,
lj celovska,Osrednjeslovenska,2020-05-31,,
lj celovska,Osrednjeslovenska,2020-06-30,,62.0
lj celovska,Osrednjeslovenska,2020-07-31,,46.0
lj celovska,Osrednjeslovenska,2020-08-31,,69.0
lj celovska,Osrednjeslovenska,2020-09-30,,76.0
lj celovska,Osrednjeslovenska,2020-10-31,,65.0
lj celovska,Osrednjeslovenska,2020-11-30,,83.0
lj celovska,Osrednjeslovenska,2020-12-31,,98.0
lj celovska,Osrednjeslovenska,2021-01-31,,87.0
lj celovska,Osrednjeslovenska,2021-02-28,,100.0
lj celovska,Osrednjeslovenska,2021-03-31,,105.0
lj celovska,Osrednjeslovenska,2021-04-30,,86.0
lj celovska,Osrednjeslovenska,2021-05-31,,67.0
lj celovska,Osrednjeslovenska,2021-06-30,,66.0
lj celovska,Osrednjeslovenska,2021-07-31,,62.0
lj celovska,Osrednjeslovenska,2021-08-31,,90.0
lj celovska,Osrednjeslovenska,2021-09-30,,92.0
lj celovska,Osrednjeslovenska,2021-10-31,,82.0
lj celovska,Osrednjeslovenska,2021-11-30,,91.0
lj celovska,Osrednjeslovenska,2021-12-31,,107.0
lj celovska,Osrednjeslovenska,2022-01-31,,113.0
lj celovska,Osrednjeslovenska,2022-02-28,,108.0
lj celovska,Osrednjeslovenska,2022-03-31,,119.0
lj celovska,Osrednjeslovenska,2022-04-30,,94.0
lj celovska,Osrednjeslovenska,2022-05-31,,73.0
lj celovska,Osrednjeslovenska,2022-06-30,,59.0
lj celovska,Osrednjeslovenska,2022-07-31,,61.0
lj celovska,Osrednjeslovenska,2022-08-31,,60.0
lj celovska,Osrednjeslovenska,2022-09-30,,67.0
lj celovska,Osrednjeslovenska,2022-10-31,,77.0
lj celovska,Osrednjeslovenska,2022-11-30,,90.0
lj celovska,Osrednjeslovenska,2022-12-31,,63.0
lj celovska,Osrednjeslovenska,2023-01-31,,86.0
lj celovska,Osrednjeslovenska,2023-02-28,,96.0
lj celovska,Osrednjeslovenska,2023-03-31,,93.0
lj celovska,Osrednjeslovenska,2023-04-30,,79.0
lj celovska,Osrednjeslovenska,2023-05-31,,74.0
